date,relevant
2020-08-01,0.0
2020-08-02,0.0
2020-08-03,0.0
2020-08-04,0.0
2020-08-05,0.0
2020-08-06,0.0
2020-08-07,0.0
2020-08-08,0.007692307692307693
2020-08-09,0.004291845493562232
2020-08-10,0.0
2020-08-11,0.012096774193548387
2020-08-12,0.0
2020-08-13,0.0
2020-08-14,0.0
2020-08-15,0.0
2020-08-16,0.0
2020-08-17,0.0
2020-08-18,0.0
2020-08-19,0.0
2020-08-20,0.0
2020-08-21,0.0
2020-08-22,0.0
2020-08-23,0.004132231404958678
2020-08-24,0.0
2020-08-25,0.0
2020-08-26,0.016129032258064516
2020-08-27,0.0
2020-08-28,0.0
2020-08-29,0.0
2020-08-30,0.0
2020-08-31,0.0
2020-09-01,0.0
2020-09-02,0.0
2020-09-03,0.0
2020-09-04,0.0
2020-09-05,0.0
2020-09-06,0.0
2020-09-07,0.0
2020-09-08,0.0
2020-09-09,0.0
2020-09-10,0.0
2020-09-11,0.020833333333333332
2020-09-12,0.0
2020-09-13,0.0
2020-09-14,0.0
2020-09-15,0.007662835249042145
2020-09-16,0.0
2020-09-17,0.0
2020-09-18,0.0
2020-09-19,0.00411522633744856
2020-09-20,0.0
2020-09-21,0.0
2020-09-22,0.0
2020-09-23,0.05220883534136546
2020-09-24,0.004098360655737705
2020-09-25,0.0
2020-09-26,0.0
2020-09-27,0.0
2020-09-28,0.004273504273504274
2020-09-29,0.008130081300813009
2020-09-30,0.0
2020-10-01,0.0038461538461538464
2020-10-02,0.0
2020-10-03,0.0
2020-10-04,0.0
2020-10-05,0.0
2020-10-06,0.0
2020-10-07,0.0038910505836575876
2020-10-08,0.0
2020-10-09,0.0
2020-10-10,0.0
2020-10-11,0.003937007874015748
2020-10-12,0.0
2020-10-13,0.0
2020-10-14,0.0
2020-10-15,0.0
2020-10-16,0.004
2020-10-17,0.0
2020-10-18,0.0
2020-10-19,0.004
2020-10-21,0.0
2020-10-22,0.0
2020-10-23,0.0
2020-10-24,0.0
2020-10-25,0.0
2020-10-26,0.0
2020-10-27,0.0
2020-10-28,0.0
2020-10-29,0.0
2020-10-30,0.0
2020-10-31,0.0
2020-11-01,0.0
2020-11-02,0.0
2020-11-03,0.0
2020-11-04,0.0
2020-11-05,0.0
2020-11-06,0.0
2020-11-07,0.0
2020-11-08,0.0
2020-11-09,0.0
2020-11-10,0.0
2020-11-11,0.0
2020-11-12,0.0036101083032490976
2020-11-13,0.004
2020-11-14,0.0
2020-11-15,0.0
2020-11-16,0.0
2020-11-17,0.0
2020-11-18,0.0
2020-11-19,0.008333333333333333
2020-11-20,0.004219409282700422
2020-11-21,0.0036101083032490976
2020-11-22,0.0
2020-11-23,0.0
2020-11-24,0.0
2020-11-25,0.0
2020-11-26,0.0
2020-11-27,0.0
2020-11-28,0.0
2020-11-29,0.0
2020-11-30,0.0
2020-12-01,0.0
2020-12-02,0.0
2020-12-03,0.0
2020-12-04,0.003787878787878788
2020-12-05,0.0
2020-12-06,0.0
2020-12-07,0.052845528455284556
2020-12-08,0.016194331983805668
2020-12-09,0.0
2020-12-10,0.0
2020-12-11,0.0
2020-12-12,0.0
2020-12-13,0.0
2020-12-14,0.0
2020-12-15,0.0
2020-12-16,0.0
2020-12-17,0.0
2020-12-18,0.07272727272727272
2020-12-19,0.0
2020-12-20,0.004201680672268907
2020-12-21,0.0
2020-12-22,0.003968253968253968
2020-12-23,0.0
2020-12-24,0.0
2020-12-25,0.0
2020-12-26,0.0
2020-12-27,0.0038461538461538464
2020-12-28,0.004081632653061225
2020-12-29,0.0
2020-12-30,0.0
2020-12-31,0.003968253968253968
2021-01-01,0.0
2021-01-02,0.0
2021-01-03,0.0
2021-01-04,0.0
2021-01-05,0.0
2021-01-06,0.0
2021-01-07,0.0
2021-01-08,0.0
2021-01-09,0.0
2021-01-10,0.0
2021-01-11,0.0
2021-01-12,0.0
2021-01-13,0.0
2021-01-14,0.0
2021-01-15,0.0
2021-01-16,0.009900990099009901
2021-01-17,0.0
2021-01-18,0.0
2021-01-19,0.0
2021-01-20,0.0
2021-01-21,0.0
2021-01-22,0.0
2021-01-23,0.0
2021-01-24,0.0
2021-01-25,0.01020408163265306
2021-01-26,0.0
2021-01-27,0.0
2021-01-28,0.0
2021-01-29,0.0
2021-01-30,0.0
2021-01-31,0.0
2021-02-01,0.0
2021-02-02,0.0
2021-02-03,0.0
2021-02-04,0.0
2021-02-05,0.0
2021-02-06,0.0
2021-02-07,0.0
2021-02-08,0.0
2021-02-09,0.0
2021-02-10,0.0
2021-02-11,0.0
2021-02-12,0.0
2021-02-13,0.0
2021-02-14,0.0
2021-02-15,0.009900990099009901
2021-02-16,0.0
2021-02-17,0.0
2021-02-18,0.0
2021-02-19,0.021505376344086023
2021-02-20,0.08108108108108109
2021-02-21,0.0
2021-02-22,0.0
2021-02-23,0.0
2021-02-24,0.0
2021-02-25,0.009900990099009901
2021-02-26,0.0
2021-02-27,0.0
2021-02-28,0.0
2021-03-01,0.0
2021-03-02,0.0
2021-03-03,0.0
2021-03-04,0.0
2021-03-05,0.0
2021-03-06,0.0
2021-03-07,0.0
2021-03-08,0.0
2021-03-09,0.0
2021-03-10,0.0
2021-03-11,0.0
2021-03-12,0.0
2021-03-13,0.0
2021-03-14,0.0
2021-03-15,0.0
2021-03-16,0.01
2021-03-17,0.0
2021-03-18,0.0
2021-03-19,0.010309278350515464
2021-03-20,0.0
2021-03-21,0.0
2021-03-22,0.0
2021-03-23,0.08571428571428572
2021-03-24,0.038461538461538464
2021-03-25,0.06862745098039216
2021-03-26,0.0
2021-03-27,0.0
2021-03-28,0.0
2021-03-29,0.0
2021-03-30,0.0
2021-03-31,0.0
2021-04-01,0.0
2021-04-02,0.0
2021-04-03,0.0
2021-04-04,0.0
2021-04-05,0.0
2021-04-06,0.0
2021-04-07,0.0
2021-04-08,0.041666666666666664
2021-04-09,0.01020408163265306
2021-04-10,0.009345794392523364
2021-04-11,0.0
2021-04-12,0.0
2021-04-13,0.0
2021-04-14,0.0
2021-04-15,0.0
2021-04-16,0.0
2021-04-17,0.0
2021-04-18,0.0
2021-04-19,0.0
2021-04-20,0.00980392156862745
2021-04-21,0.010309278350515464
2021-04-22,0.0
2021-04-23,0.0
2021-04-24,0.0
2021-04-25,0.01098901098901099
2021-04-26,0.01904761904761905
2021-04-27,0.0
2021-04-28,0.0
2021-04-29,0.0
2021-04-30,0.0
2021-05-01,0.0
2021-05-02,0.0
2021-05-03,0.0
2021-05-04,0.0
2021-05-05,0.0
2021-05-06,0.0
2021-05-07,0.0
2021-05-08,0.0
2021-05-09,0.021505376344086023
2021-05-10,0.0
2021-05-11,0.0
2021-05-12,0.0
2021-05-13,0.0
2021-05-14,0.0
2021-05-15,0.0
2021-05-16,0.0
2021-05-17,0.0
2021-05-18,0.0
2021-05-19,0.0
2021-05-20,0.0
2021-05-21,0.0
2021-05-22,0.0
2021-05-23,0.009615384615384616
2021-05-24,0.0
2021-05-25,0.009433962264150943
2021-05-26,0.0
2021-05-27,0.0
2021-05-28,0.0
2021-05-29,0.0
2021-05-30,0.009900990099009901
2021-05-31,0.125
2021-06-01,0.010309278350515464
2021-06-02,0.02830188679245283
2021-06-03,0.0
2021-06-04,0.0
2021-06-05,0.0
2021-06-06,0.0
2021-06-07,0.0
2021-06-08,0.1523809523809524
2021-06-09,0.0
2021-06-10,0.0
2021-06-11,0.037037037037037035
2021-06-12,0.05319148936170213
2021-06-13,0.009708737864077669
2021-06-14,0.03225806451612903
2021-06-15,0.01904761904761905
2021-06-16,0.020833333333333332
2021-06-17,0.0
2021-06-18,0.01020408163265306
2021-06-19,0.0
2021-06-20,0.0
2021-06-21,0.0
2021-06-22,0.009433962264150943
2021-06-23,0.0
2021-06-24,0.0
2021-06-25,0.010416666666666666
2021-06-26,0.01904761904761905
2021-06-27,0.0
2021-06-28,0.3939393939393939
2021-06-29,0.030612244897959183
2021-06-30,0.0
2021-07-01,0.0196078431372549
2021-07-02,0.010101010101010102
2021-07-03,0.0
2021-07-04,0.0
2021-07-05,0.01904761904761905
2021-07-06,0.0
2021-07-07,0.010101010101010102
2021-07-08,0.052083333333333336
2021-07-09,0.00980392156862745
2021-07-10,0.0
2021-07-11,0.02
2021-07-12,0.0
2021-07-13,0.03
2021-07-14,0.024691358024691357
2021-07-15,0.0
2021-07-16,0.03
2021-07-17,0.02912621359223301
2021-07-18,0.02040816326530612
2021-07-19,0.01020408163265306
2021-07-20,0.010101010101010102
2021-07-21,0.0
2021-07-22,0.010416666666666666
2021-07-23,0.00980392156862745
2021-07-24,0.009708737864077669
2021-07-25,0.0
2021-07-26,0.0
2021-07-27,0.0
2021-07-28,0.0
2021-07-29,0.0
2021-07-30,0.0
2021-07-31,0.029411764705882353
2021-08-01,0.0
2021-08-02,0.0
2021-08-03,0.0
2021-08-04,0.0
2021-08-05,0.0
2021-08-06,0.0
2021-08-07,0.01
2021-08-08,0.0
2021-08-09,0.0
2021-08-10,0.0
2021-08-11,0.01
2021-08-12,0.05
2021-08-13,0.01020408163265306
2021-08-14,0.00980392156862745
2021-08-15,0.0
2021-08-16,0.0
2021-08-17,0.0
2021-08-18,0.0
2021-08-19,0.0
2021-08-20,0.0
2021-08-21,0.009708737864077669
2021-08-22,0.0
2021-08-23,0.010526315789473684
2021-08-24,0.01020408163265306
2021-08-25,0.037383177570093455
2021-08-26,0.0
2021-08-27,0.031914893617021274
2021-08-28,0.045454545454545456
2021-08-29,0.0
2021-08-30,0.049019607843137254
2021-08-31,0.04950495049504951
2021-09-01,0.010101010101010102
2021-09-02,0.009615384615384616
2021-09-03,0.010526315789473684
2021-09-04,0.0
2021-09-05,0.009708737864077669
2021-09-06,0.021052631578947368
2021-09-07,0.0
2021-09-08,0.0
2021-09-09,0.0
2021-09-10,0.0
2021-09-11,0.0
2021-09-12,0.0
2021-09-13,0.0
2021-09-14,0.0
2021-09-15,0.0
2021-09-16,0.0
2021-09-17,0.0
2021-09-18,0.0
2021-09-19,0.0
2021-09-20,0.0
2021-09-21,0.0
2021-09-22,0.0
2021-09-23,0.0
2021-09-24,0.0
2021-09-25,0.0
2021-09-26,0.0
2021-09-27,0.0
2021-09-28,0.0
2021-09-29,0.020833333333333332
2021-09-30,0.0
2021-10-01,0.0
2021-10-02,0.0
2021-10-03,0.0
2021-10-04,0.010752688172043012
2021-10-05,0.0
2021-10-06,0.0
2021-10-07,0.0
2021-10-08,0.0
2021-10-09,0.0
2021-10-10,0.0
2021-10-11,0.0
2021-10-12,0.0
2021-10-13,0.04
2021-10-14,0.041666666666666664
2021-10-15,0.0
2021-10-16,0.0
2021-10-17,0.019801980198019802
2021-10-18,0.0
2021-10-19,0.0
2021-10-20,0.0
2021-10-21,0.0
2021-10-22,0.0
2021-10-23,0.0
2021-10-24,0.0
2021-10-25,0.0
2021-10-26,0.0
2021-10-27,0.0
2021-10-28,0.0
2021-10-29,0.00980392156862745
2021-10-30,0.019801980198019802
2021-10-31,0.0
2021-11-01,0.010869565217391304
2021-11-02,0.0
2021-11-03,0.0
2021-11-04,0.0
2021-11-05,0.0
2021-11-06,0.009433962264150943
2021-11-07,0.0
2021-11-08,0.0392156862745098
2021-11-09,0.02127659574468085
2021-11-10,0.009900990099009901
2021-11-11,0.01
2021-11-12,0.0
2021-11-13,0.0
2021-11-14,0.0
2021-11-15,0.030612244897959183
2021-11-16,0.018867924528301886
2021-11-17,0.0
2021-11-18,0.0
2021-11-19,0.0
2021-11-20,0.01020408163265306
2021-11-21,0.0
2021-11-22,0.0
2021-11-23,0.0
2021-11-24,0.0
2021-11-25,0.0
2021-11-26,0.0
2021-11-27,0.0
2021-11-28,0.0
2021-11-29,0.0
2021-11-30,0.0
2021-12-01,0.0
2021-12-02,0.0
2021-12-03,0.0
2021-12-04,0.0
2021-12-05,0.0
2021-12-06,0.0
2021-12-07,0.0
2021-12-08,0.0
2021-12-09,0.021052631578947368
2021-12-10,0.0
2021-12-11,0.0
2021-12-12,0.0
2021-12-13,0.0
2021-12-14,0.011111111111111112
2021-12-15,0.0
2021-12-16,0.021739130434782608
2021-12-17,0.0
2021-12-18,0.0
2021-12-19,0.0
2021-12-20,0.021505376344086023
2021-12-21,0.0
2021-12-22,0.0
2021-12-23,0.0
2021-12-24,0.0
2021-12-25,0.0
2021-12-26,0.0
2021-12-27,0.011494252873563218
2021-12-28,0.0
2021-12-29,0.0
2021-12-30,0.0
2021-12-31,0.0
2022-01-01,0.0
2022-01-02,0.0
2022-01-03,0.0
2022-01-04,0.0
2022-01-05,0.009523809523809525
2022-01-06,0.0
2022-01-07,0.0
2022-01-08,0.0
2022-01-09,0.0
2022-01-10,0.0
2022-01-11,0.010101010101010102
2022-01-12,0.0
2022-01-13,0.0
2022-01-14,0.00980392156862745
2022-01-15,0.0
2022-01-16,0.0
2022-01-17,0.0
2022-01-18,0.018691588785046728
2022-01-19,0.0
2022-01-20,0.0
2022-01-21,0.0
2022-01-22,0.01
2022-01-23,0.0
2022-01-24,0.0
2022-01-25,0.0
2022-01-26,0.0
2022-01-27,0.0
2022-01-28,0.0
2022-01-29,0.009615384615384616
2022-01-30,0.0
2022-01-31,0.06666666666666667
2022-02-01,0.009615384615384616
2022-02-02,0.009259259259259259
2022-02-03,0.0
2022-02-04,0.011111111111111112
2022-02-05,0.0
2022-02-06,0.010309278350515464
2022-02-07,0.0
2022-02-08,0.0
2022-02-09,0.0
2022-02-10,0.0
2022-02-11,0.0
2022-02-12,0.009345794392523364
2022-02-13,0.010416666666666666
2022-02-14,0.010526315789473684
2022-02-15,0.009615384615384616
2022-02-16,0.0
2022-02-17,0.0
2022-02-18,0.0
2022-02-19,0.0
2022-02-20,0.009345794392523364
2022-02-21,0.0
2022-02-22,0.0
2022-02-23,0.009615384615384616
2022-02-24,0.009708737864077669
2022-02-25,0.0
2022-02-26,0.0
2022-02-27,0.0
2022-02-28,0.0
2022-03-01,0.009900990099009901
2022-03-02,0.0
2022-03-03,0.0
2022-03-04,0.010416666666666666
2022-03-05,0.0
2022-03-06,0.0
2022-03-07,0.0
2022-03-08,0.009259259259259259
2022-03-09,0.0
2022-03-10,0.0
2022-03-11,0.0
2022-03-12,0.0
2022-03-13,0.0
2022-03-14,0.0
2022-03-15,0.02
2022-03-16,0.020833333333333332
2022-03-17,0.009900990099009901
2022-03-18,0.020202020202020204
2022-03-19,0.0
2022-03-20,0.010416666666666666
2022-03-21,0.0
2022-03-22,0.0
2022-03-23,0.0
2022-03-24,0.03333333333333333
2022-03-25,0.009433962264150943
2022-03-26,0.0
2022-03-27,0.0
2022-03-28,0.0
2022-03-29,0.0
2022-03-30,0.0
2022-03-31,0.0
2022-04-01,0.0
2022-04-02,0.009708737864077669
2022-04-03,0.0
2022-04-04,0.0
2022-04-05,0.0
2022-04-06,0.0
2022-04-07,0.0
2022-04-08,0.0
2022-04-09,0.0
2022-04-10,0.010416666666666666
2022-04-11,0.0
2022-04-12,0.0
2022-04-13,0.0
2022-04-14,0.0
2022-04-15,0.01020408163265306
2022-04-16,0.009433962264150943
2022-04-17,0.0425531914893617
2022-04-18,0.0
2022-04-19,0.0
2022-04-20,0.0
2022-04-21,0.0
2022-04-22,0.020833333333333332
2022-04-23,0.010101010101010102
2022-04-24,0.0
2022-04-25,0.0
2022-04-26,0.0
2022-04-27,0.0
2022-04-28,0.0
2022-04-29,0.010869565217391304
2022-04-30,0.01818181818181818
2022-05-01,0.0
2022-05-02,0.0
2022-05-03,0.009615384615384616
2022-05-04,0.020618556701030927
2022-05-05,0.00980392156862745
2022-05-06,0.0
2022-05-07,0.0
2022-05-08,0.0
2022-05-09,0.009900990099009901
2022-05-10,0.0
2022-05-11,0.0
2022-05-12,0.0
2022-05-13,0.009708737864077669
2022-05-14,0.0
2022-05-15,0.0
2022-05-16,0.019230769230769232
2022-05-17,0.020202020202020204
2022-05-18,0.0
2022-05-19,0.0
2022-05-20,0.0
2022-05-21,0.0
2022-05-22,0.010309278350515464
2022-05-23,0.0
2022-05-24,0.0
2022-05-25,0.0
2022-05-26,0.0
2022-05-27,0.0
2022-05-28,0.0
2022-05-29,0.0
2022-05-30,0.0
2022-05-31,0.0
2022-06-01,0.0
2022-06-02,0.0
2022-06-03,0.0
2022-06-04,0.009900990099009901
2022-06-05,0.0
2022-06-06,0.010752688172043012
2022-06-07,0.0196078431372549
2022-06-08,0.010309278350515464
2022-06-09,0.01904761904761905
2022-06-10,0.0
2022-06-11,0.0
2022-06-12,0.0
2022-06-13,0.0
2022-06-14,0.01020408163265306
2022-06-15,0.0
2022-06-16,0.0
2022-06-17,0.0
2022-06-18,0.0
2022-06-19,0.0
2022-06-20,0.0
2022-06-21,0.0
2022-06-22,0.009708737864077669
2022-06-23,0.0
2022-06-24,0.010101010101010102
2022-06-25,0.0
2022-06-26,0.0
2022-06-27,0.0
2022-06-28,0.0
2022-06-29,0.01904761904761905
2022-06-30,0.010416666666666666
2022-07-01,0.0
2022-07-02,0.0
2022-07-03,0.0
2022-07-04,0.0
2022-07-05,0.0
2022-07-06,0.0
2022-07-07,0.0
2022-07-08,0.009345794392523364
2022-07-09,0.009708737864077669
2022-07-10,0.0
2022-07-11,0.0
2022-07-12,0.0
2022-07-13,0.019230769230769232
2022-07-14,0.0
2022-07-15,0.0
2022-07-16,0.0
2022-07-17,0.0
2022-07-18,0.0
2022-07-19,0.0
2022-07-20,0.0
2022-07-21,0.020618556701030927
2022-07-22,0.0
2022-07-23,0.0
2022-07-24,0.010101010101010102
2022-07-25,0.0
2022-07-26,0.010526315789473684
2022-07-27,0.022988505747126436
2022-07-28,0.01694915254237288
2022-07-29,0.030612244897959183
2022-07-30,0.0
2022-07-31,0.0
2022-08-01,0.0
2022-08-02,0.0
2022-08-03,0.010416666666666666
2022-08-04,0.009900990099009901
2022-08-05,0.019417475728155338
2022-08-06,0.020618556701030927
2022-08-07,0.0
2022-08-08,0.0
2022-08-09,0.0
2022-08-10,0.009708737864077669
2022-08-11,0.01
2022-08-12,0.009708737864077669
2022-08-13,0.0
2022-08-14,0.0
2022-08-15,0.0
2022-08-16,0.0
2022-08-17,0.009433962264150943
2022-08-18,0.021739130434782608
2022-08-19,0.01
2022-08-20,0.01834862385321101
2022-08-21,0.020618556701030927
2022-08-22,0.010101010101010102
2022-08-23,0.0
2022-08-24,0.0
2022-08-25,0.0
2022-08-26,0.0
2022-08-27,0.0
2022-08-28,0.0
2022-08-29,0.011363636363636364
2022-08-30,0.009174311926605505
2022-08-31,0.05
2022-09-01,0.0
2022-09-02,0.010309278350515464
2022-09-03,0.0
2022-09-04,0.0
2022-09-05,0.030303030303030304
2022-09-06,0.0
2022-09-07,0.010309278350515464
2022-09-08,0.0
2022-09-09,0.011363636363636364
2022-09-10,0.0
2022-09-11,0.0
2022-09-12,0.0
2022-09-13,0.0
2022-09-14,0.0
2022-09-15,0.0
2022-09-16,0.0
2022-09-17,0.20388349514563106
2022-09-18,0.05319148936170213
2022-09-19,0.0594059405940594
2022-09-20,0.031578947368421054
2022-09-21,0.018691588785046728
2022-09-22,0.0
2022-09-23,0.039603960396039604
2022-09-24,0.018518518518518517
2022-09-25,0.0
2022-09-26,0.010526315789473684
2022-09-27,0.0
2022-09-28,0.017699115044247787
2022-09-29,0.0
2022-09-30,0.01
2022-10-01,0.02
2022-10-02,0.03488372093023256
2022-10-03,0.008928571428571428
2022-10-04,0.019230769230769232
2022-10-05,0.02
2022-10-06,0.0
2022-10-07,0.0
2022-10-08,0.0
2022-10-09,0.010309278350515464
2022-10-10,0.0
2022-10-11,0.0
2022-10-12,0.00980392156862745
2022-10-13,0.010101010101010102
2022-10-14,0.01
2022-10-15,0.0
2022-10-16,0.0
2022-10-17,0.0
2022-10-18,0.0
2022-10-19,0.0
2022-10-20,0.009900990099009901
2022-10-21,0.0
2022-10-22,0.0
2022-10-23,0.008547008547008548
2022-10-24,0.0
2022-10-25,0.0
2022-10-26,0.0
2022-10-27,0.0
2022-10-28,0.03
2022-10-29,0.02040816326530612
2022-10-30,0.0
2022-10-31,0.08247422680412371
2022-11-01,0.020202020202020204
2022-11-02,0.009900990099009901
2022-11-03,0.0196078431372549
2022-11-04,0.11224489795918367
2022-11-05,0.057692307692307696
2022-11-06,0.0
2022-11-07,0.0
2022-11-08,0.021052631578947368
2022-11-09,0.030612244897959183
2022-11-10,0.00909090909090909
2022-11-11,0.016129032258064516
2022-11-12,0.007407407407407408
2022-11-13,0.010638297872340425
2022-11-14,0.0
2022-11-15,0.0
2022-11-16,0.0
2022-11-17,0.01
2022-11-18,0.0
2022-11-19,0.00980392156862745
2022-11-20,0.0
2022-11-21,0.0
2022-11-22,0.010309278350515464
2022-11-23,0.0
2022-11-24,0.019417475728155338
2022-11-25,0.010869565217391304
2022-11-26,0.0
2022-11-27,0.0
2022-11-28,0.0
2022-11-29,0.0
2022-11-30,0.0
2022-12-01,0.0
2022-12-02,0.0
2022-12-03,0.0
2022-12-04,0.0
2022-12-05,0.0
2022-12-06,0.0
2022-12-07,0.0
2022-12-08,0.0
2022-12-09,0.014492753623188406
2022-12-10,0.0
2022-12-11,0.0
2022-12-12,0.0
2022-12-13,0.0
2022-12-14,0.00980392156862745
2022-12-15,0.0
2022-12-16,0.010752688172043012
2022-12-17,0.02727272727272727
2022-12-18,0.031914893617021274
2022-12-19,0.030612244897959183
2022-12-20,0.00980392156862745
2022-12-21,0.0
2022-12-22,0.009615384615384616
2022-12-23,0.009708737864077669
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,0.019801980198019802
2022-12-28,0.00980392156862745
2022-12-29,0.010309278350515464
2022-12-30,0.018867924528301886
2022-12-31,0.18947368421052632
2023-01-01,0.0
